rank	node_id	tx_hash	pagerank
40	85126876	19fe195824c6476cf92ff561bc06cdc81d57779a787951584ae6efc186b70c61	0.000035690456262
41	203047035	87e505e18cc9586afc5aa31acbf754872136086eb1da7261efbb2c2d7108f2b9	0.00003559299462
42	236431380	b65d431675f48db4b48351e2e1aeb2704cce28f01427093d5a9f3ea997bc41e3	0.000034860059136
43	201312715	c0cd9bc8053c5135f41bc5fb062cb7a566d80eeeb828079f7170db5826a95aa4	0.000034261932784
44	235176664	a3a0d0ac4e04f11cb9f1cd6113baba807d3f3a72a3edb38ca272649b37f5d37b	0.000034146680566
45	237697506	c2e84655dcb43f36972c08933b01f01d213add8a714b06900dcf2a9ec243b496	0.000034127644226
46	76966035	63ee97718060c38fd88d3680c6879528783010b137a676d3d1a84c6c2a3387ff	0.000033534500046
47	184571981	d3acc2e054d2b23e0605f4f474f37b5096514dee5fbe66181bfb478bf6e14cd7	0.000033234743024
48	196186648	296745befed6958183b67a313f25fbd1b8501555eb940b2d7f5efc47bad79bf6	0.000033125045435
49	199960333	004f90d12dbd337828acbab6b46ad50d48dae4e21311a5635c9d9247cd998c97	0.000030536020237
50	204137015	e30346f11ac05c69f0959cba895f597926df0260aaf4e0b1e128a4c31830e00c	0.000030468116044
51	85835510	61389de9e17f4e5e043ee12c58a7c2f3c84f46f0637ebddd71ae544be961966b	0.000030337530782
52	135978532	2b262f46990c60b1ee702fe575c964b220a4d524f655b692cb2aa0fa81a48510	0.000029942297015
53	200989028	ce2bee56aa3d21891d2d732f5132abce40babe183482dc2b6d1b5ebbe8146428	0.000029376800307
54	199964730	79e43643efc47183b123774c8a2f3cf421f4475ee1b01771a35eca64222087d3	0.000029242436713
55	237911336	22c0fa127c8e342e8bf5b741138b5ea97d61e2285334960ff88f3e444cbded7c	0.000029009140551
56	202789276	408aa6bfb562e5247b64848697133a5c3727a86e3f4374502b89a878cf1ca719	0.000028806122485
57	233238550	4660f65163833106254267bc8ae542ed66a4aa25aab4074a2d3964da4071e765	0.000028787027862
58	76967227	b726ee43d11a8074cc28fe374c4d6373ab6e41a561ede3fbc33a0494d5fd8222	0.000028504967998
59	239612298	412a519d726ea97fb88075617cac9c044d2f0625c29174bda906604846e2d173	0.000028109225613
60	121922179	05bdf6afd8e150f6a08749a5e7b1958208cd2d1c71b635b4a44ace9c0af0f510	0.000027546203486
61	46368983	2760270513cf1f1340f8c28707c7b3eca47ec1ead3156cdddeb48bc3f4b7fa29	0.000027214787591
62	46521000	dd6df91aa5a219dfc8138ef0022ab78c101cbe30f7adbdf7bf91f09d45ace841	0.000026944436548
63	156367521	6038b1b642e7a460992dec6bc84bd9f212f7818e14c5bf324453058a0b3fb6f9	0.000026779615685
64	238392664	7f45c10c42ce626d4db81758c665a50aa0cf6a02ab2b85e750fc58a6d34e415b	0.000026490337079
65	213934847	5b28e9d1ec2b93471181a043c155cb480d0eb3d2540144b0547deff47ad86d98	0.000026309173832
66	244582964	de17b9f481c09ca8610d4fe98471d58ddab28d6e312ff83e65166308cb680efa	0.000025768394116
67	141360355	1bea578968241e233dc4e2d386e32baec3e0b89f7ed410594772e2125dc7aa90	0.000025726369153
68	141885390	d2746ceb46dfd6be9ac4d18e1de33d66065e1656abfe50e9579df5a2301c242d	0.000025726369153
69	204137016	18c3c201634f7785246812519e33715102077daa9460cfbe402a67345186fe72	0.000025295961479
70	219733992	ce400843964b9a8fc2e47a8c00cdec5a4b5b3eecb8ad5aa66ba1d3883d06897f	0.000025143821494
71	124555307	8d4a7a06eaa42ce5fcb0ef470ac69e624f733ef8d418f56ab56a2c4b9f65551f	0.000024852053499
72	237103354	a43d15377f3bfb1b7e9fea1885373a5911dc0cceae10cb80dd9da45d9b88769e	0.00002466313619
73	203031356	fb48baac080dc12a0ad1ec5761c195108f5befcb086217e163b8190e6ee2646d	0.000024552872755
74	242638476	3a98ac1cb698157421d4ef9c245a0835e30b23f29367f6123d743f33b3672f2c	0.000024381049996
75	136132593	212f9494562b1af13207c9e66855d01ffbcbf771af3c71d4e742ecd9c4eb987a	0.00002427549491
76	238662959	e7e4c565c0d0ca43f94f5ec85166018982e289dc6be950c510b857dffbbcfd5f	0.000024010918402
77	239910075	2c038b539a439a3c605ff23a798d01a4560f3cd993fb47b9a0dc5f728b2d8d7e	0.00002389348473
78	244582965	284b18c5f6001783a297435206fd50eb7ede7821f5f3581828b407dfd14fd6f3	0.0000236396338
79	236888793	8452f373c4f3c66a5a63eea283550cb7402b3475712d8e02fbcd63e7db6888d4	0.000023615445957
80	233485932	6ffecdd86927e5fbe66042f296a007714ca8283617ba3f45d63b0d953408595b	0.000023614098192
81	236299324	01ce2c5ac8ed6074249ac85fad31f02ba1b03bec6e01b8ed26ae2a2f0cd4ca66	0.000023464077165
82	240888952	ccc1a5cc6b248909d8ea70b1492754a93bcee38b23e9f1900d99174b64cdab98	0.000023306000914
83	46369815	d99576d369fc10238b5c44296ad6aed60e8526cbdf80dc35cd59f6c7937be7db	0.000023163883526
84	15233285	8923e5ff840f476a5e8fe57c370999ff8471e78eb9f5009c112067f0f1ec9f3a	0.000022708181934
85	115621536	de148951827c486f3d17cd5db42da68367033d27d9ce89f56aaa660aad9adecc	0.000022504410139
86	213940525	85732a27d88359059da23a6732364b23619572319a590366908a16ff661deaec	0.000022363440716
87	237262146	924c405d568b3ac71c0776362e3d7b3e2179db2ad5875e02579e98fa42095803	0.000021819705656
88	242992422	f059673fd08ec1d2d2864103b79eaabbde0492a20c718701d64fdf743d46b2cd	0.000021637716514
89	234403551	bb51ac398665ba4b275cc4dccebf15f7fac3803b3864ce2b180d03a06be7e028	0.000021454547085
90	243928058	2fe8b634d556bedd45497f5dfd7ed3281d6507e55f6d527dbaaa579e61d28947	0.000021322337349
91	156171848	3dc572d7ab9b833011bc151a76ba7415b8a3104004ffe6b9171ced9bd2dedbde	0.000021181472397
92	120903418	f54c94e740dd1adf622986629b9c6491c0761e26c3f1182350fd79d763b9cd02	0.000020913237394
93	119550532	825d31c7a9dfbfba0200fb1e844418941e6fb0dc7306c535d88474f23bc74ea9	0.000020794732139
94	243347710	bf02d3e5815e12d962946533aef8249b8b73a85a8b0561655b5f9b2cdbc82692	0.000020724535456
95	135809470	968699ff87643aed9c4cc1b2fa79bbb1c93424cc01ce2efb3c2b1b7b5843a2c0	0.00002060890515
96	237499114	cbd0f8d450ad63185a9c9a0a975ec41c02afe5e26c8d7ecf1fd45a4dadba0e58	0.000020566775012
97	217123526	4243a86f438a6a8b7cdf6e7337f0e56e4ff865080b2f051dfeb683e0de074ea6	0.000020520332052
98	238794154	9c617f5affe4852f5d525439a2d7109808c23cbdc1e6490e89e2f7f0768bde6a	0.000020409923601
99	233616748	cf5e525f9ab1f1c795c8d2a14725291f0948420d4a520782a546e3f0ef3ee71b	0.000020207688927
100	240152514	20f6bc4363a3e6679f2d3d170e063f86d90b5b24772c58f946bfd38d403132fe	0.000020104666491
101	46370933	a911a6a4ce6217f9d9799035e92f9ff407bf39cff81dc9c51c49b50a552b3361	0.000019857494655
102	182976653	89aed9774ea1a0c491052d6ede4ef38c0acf42aac9a8280034d34e76d38cbb2a	0.000019841994711
103	174542517	c2dd26bc07969c3ffda37daf9d3e3f9532a9057c83e3bcca4577738a9600c95d	0.000019828254089
104	236503525	74ec029816ccc98fed2fe5a539388786fd986a5a1560dbabfd99aae937547091	0.000019700710827
105	119201213	8fcefa17b0a0b14a5248c5f6c1e11e6685cbec5f2b5d84882aba30497aa975c2	0.000019608041792
106	237730082	8a63d475b87a5d3cff82f6f2e8782d61139e2393154e1a6946ddae6d829ce8ba	0.000019585726266
107	236299323	b19c7b028b6495154697816983851241a321e0c6834016ac429ce1cda8872d83	0.000019451614983
108	192550810	aef651a242bc27006b07ed0b39f9f18297882b64186f66b5e64f885b6b5c6f01	0.000019439886285
109	160948735	608bf27356854ed7f09fe2dd7d3a03230bbe59d716a5da069fbec7b6a133995f	0.00001939733125
110	107747467	e35f70df1d8d79df67812700242dde1556520a6508a24b1cbc22d5bd840c081a	0.00001924682902
111	153279921	e004d61b5fed457dad563a17aea6dd978915fd6f2e15f80c475cad907c9441dd	0.000019117052038
112	191087334	7328dc3c93694b4a67cdb010300e79767b66d2f6c329e19a0ae6553d871002ab	0.00001899418165
113	11928412	30287128577d875f443e57d9a691d1f9b7ae273ec28ce5aedd1e691f01a90286	0.000018968589151
114	94622238	32d2056d727ec17bf120fd4141bd0259ebca120677ae7b0e39b60f1f98e47e07	0.000018963985249
115	135480986	9fb7649345853c2a4ae8010081f087f48a0a5cce8cbaa5bb87cef086efdd5d17	0.000018951620776
116	49810665	c650c240b79da00be2b34bd9fe4efc54d788b1c4df4be136fb413bada8d2ee67	0.000018844462346
117	195938447	01bf2469962ec052a3d70a312064e166d8f72cdcf025ee596b7c349b7afa645e	0.000018792876522
118	243239072	b6fdd48aacafb3ab28c4bd9717a30f901e76fea403b81866067ac1248a98bff5	0.000018753778705
119	219370603	03ada86d7c9d7c0c19c4c6378063a2a5de434bd671f68997bd3b7b019477cbab	0.000018749900843
120	107413297	7e964be4b70512e20664e729c3f1fcb279f34ec3bcb94441f7dc50ca58b71cc6	0.000018713364333
121	201897536	8bd81f91013e0f9ffe01d3a2324895d5bf82b4582bc0d9872faabb65d04b1915	0.000018696191636
122	101380306	7cf24ee9bd9222bdb5c8681843f402b5417d7e4ed4db4d8be83e5a02ebe9fa15	0.000018664845225
123	85112544	e0d18753543554a12dbaa5e5f8f5f00f4620afcaa988ca8b60c3863810644acf	0.000018655063672
124	92937872	517fa24015087d66b0fe8ffbeff1608d5faadf568e76418b26da4c58bf8a4864	0.000018638472878
125	166132920	9db0b322c01168e371f87f819604e8fdce55f46e0cd8382a955fae88c1a6443a	0.000018585747947
126	65139072	2ee2900a185cd1259735765002a564a4eb3f4651182d73b2d3c6b847110ac785	0.000018583664265
127	170742227	a1992dcb778423cb4dcc714fb60eb528f7e7c7a3029be4a8d6b340387bcc5076	0.000018568508926
128	195966461	50bebd23139af5e73d6f2c05b394b6d478f694eada2d4a7de0f18e38ba1f4b82	0.000018523589763
129	213403943	df539af260cd5250070a7902dcbd0f3eae2ca7f82e7515e735a699719c7f94d7	0.000018518783368
130	107748678	c99cf400c23f1f99300778dc83f382f861c9b393218847eb989e2a19685cfb91	0.000018487425823
131	133288544	14c12f156819c3456cbd781eca848570a1ed7e6e897da9bcf8cc07332541629f	0.000018477799794
132	244584647	ec6625b738e9265f73c656eadee4ee662f1847ee4b515e144a9fc78992759349	0.000018467967663
133	10930371	cea985d457d02a64cd2097bcab13a0c6f1036a04963dd65aaa4a115723527ee8	0.000018427306044
134	201264480	7febb1bfb127714dd966cdd5bf4c6a5b2523e355eb54213a67eb1c218658bd3a	0.000018422631879
135	238161635	830563ae02a08077ad987fd217ef55e80515b67a1ecb72b6b1e3700dc82b8829	0.000018349611285
136	234585009	73295693b40e110e68d58839614e9b31432dbe5c25f06e8d8f7b243cbd51ccb2	0.000018237007981
137	15954451	8b5ea95f9f31f8e475e1156397b376406192b94078033af7050f1f3258124379	0.0000181701968
138	245322458	7d9f2767795fb17c8d7f425406562993456022e1aa8d2c5395a6a9946f8354f4	0.000018124629706
139	178551008	7439746598a4df7b80e30bbd1c47e64783b5f64e8f6dcd81b1953b88f76bb98a	0.00001809857624
140	102408493	91f92193e88068eda44d0143ec136d0c0b1d982544d983628e1ca6d70e500389	0.000018084127345
141	214816448	c09bb38b8f5058eef7ff45fd0c2603665a490de1c4e62a2bcd0a090487da8463	0.000017952196487
142	128487687	1d80663d162cf37b939bc2c1c53e62409c9e37a19d84ec8b525c5fa9af04cd42	0.000017772020178
143	213640020	bb6994ee6281e5996f6a7238ed411a4f94139b101745bf5a98bc64156c0da904	0.000017762665835
144	238131482	1dae64d17ebbea9954a9f17ee3da514b29f6f00038ffd3731447988fdf7e9c8b	0.00001774063194
145	51064888	37f4e1ffa8acb0c4aca8aee4d0213af8508af3ff6f2bb39c8328d00f02995dae	0.000017719136322
146	119201299	2ffeb966ec9676e890dd1e476ab0dfe0bcec7a9cdb52909f8c0e8cab99bbcd58	0.000017711536416
147	207109435	8d257d8f8969885a410986054837be6cf63a4463e4ddc7c56f9fa4f0ebef151b	0.000017649915841
148	142919202	dfd6a3bcd10272627717d1fe7d17d14f6fc1c8198c92edc329a9f58f3d0ab7d7	0.000017567826481
149	141201523	564abc54ad4083d35680dc3bc794caa16073b267603e9b567c935045b6352786	0.000017468805774
150	163545514	3a09c8a406eecd5e9c4983f38d5b181185717110bc59aed0578b64a631013c29	0.000017386582747
151	134629518	44825c3b010898ac3dd5d397c1551ec680bb7426afa4795a61b6a700932228db	0.00001692930463
152	183175170	9f0bba05df44af81d5fa84313967b6ed910d2223db82b0c3b2ffad1b805325bb	0.000016866338463
153	233416483	7499296be1d1a1f879b20956bb429722b7ccc6030458ada9c7b19d23ff613881	0.000016800810022
154	129870559	72c7d38b4026ff087cbcf884194222da4d4ff7019c0781197015b7913169a2a8	0.000016792233431
155	191686117	49872b44053c22cb1949b91ec32903cf7e67f77b6cb7d59ded22cdad7b4b3098	0.000016742567373
156	164334105	2c0c92873cbcb6490c4ed2a7ab49720d3f10fbfbad9e07a754607e0ab24be245	0.000016697622184
157	125048520	c85b7a647878f74ac31c11bd8b65ddead4491c533bfb3345613a1580c58c168f	0.000016689201645
158	119466383	44a09ba74de169ad394e10a0d24d20b43695da1fb91b6efd1cd3ac474b53f955	0.000016667478482
159	237751084	6e9da372944acc39401c8a4baeb87deeca65e12f96e1ed2b67a46e8bdfbe8c8d	0.000016648510285
160	180618577	2199a9b18fcb74e3359978ab68758a72f6873207850d6c0f3b12d9d3de68feb1	0.000016618422287
161	225515105	b02ada75f4b9e013b829111cf29a98d702b3444f7f1956c6b7cd91e76561315c	0.000016399072688
162	153054489	1fc793926b51fee689ed936db662cbb17cbe952271b17ba957fc3a95dbd24d15	0.000016358269093
163	237742272	f23cc61692a1f9a0324e6ed02b9033748d69a1e820362cc9f489d793f6c05a82	0.00001625331478
164	194355318	1cc4b04ec800f4a98ff3cf3a733cee507febd26d4702c3aa493c3405ec465b10	0.000016145697361
165	157654805	26c6d542a1c771468fb8f6c2d135c11506ebf067b477953aa11023ced1bf83e6	0.000016120680055
166	228685532	a12a37d965f229f8276d1edecedfe00954b5e2c1b3a0557ff29e8855d07c1cc4	0.000016105020073
167	200640787	394a4547c53ae1843fc7332b1b96ce8dd5f7d9ab2b89ddb95fdae549c66c8d87	0.000016093441809
168	237930978	37f83a04779dc818ffe2ce91a6cedd3366d9d4e82bd0d570b0144169360cc2a6	0.00001604870112
169	212859424	8137eb870061d315b7a6489a1ed0be17d70c7cd2e2116164df1577357333d447	0.000016015184377
170	65140030	1fbf78e35d324b6877e3770b188174fd5597c7c301c151c8d0a69de9655f76da	0.000015977244298
171	96128705	ddf3317698f70cba015b60d3c7b8249ab5ac185a3d32881d8d5c1cbb9c3ce544	0.000015968490634
172	107456101	28bcb8d104ad7340770da3683b75f85ecf8f829f4089ce87fcdc441dbba07d55	0.000015961159006
173	126699570	ab67560b2c1c0fe0d427350f642d55505cc0d61196722cb2716588f09889fecb	0.000015926633078
174	222486528	0a4b5ff695b57d0b31016317c35168d0830aad399ec4da8bb50521b18c938bec	0.000015885715642
175	204600970	b0616098c304ce1d1da7dad8ca4497a25ef8226ba1d12174a9caa5fb15ae8707	0.000015872188635
176	101406413	9c475ce2467a889aa5a386a906c475f114767b7358e79f0fc9c750188f21817e	0.000015871709456
177	171043163	5c0e8f284194149c1b5eb9f36a5fc505b8f28cbdee7d63d10b760d6f42f06239	0.000015783875547
178	237759029	2e81d504e7d566b5616aa8b35a26203dbee1bf269f9a62e261a04dbac9590324	0.000015751208234
179	218546781	9506087038b85aa7f46b072206cab0cd5fe2d3435a8a0e3c8791f478ce6f2313	0.000015741608822
180	137205762	a92f4b2f8acf4febd2aa8480f1f50181812495b450e3a38949766ecafa8b8518	0.00001564157411
181	209900678	0a2c21f9460c109a520ff630c9098d06bfd795a10f0e59df7d8ae107802eaf04	0.000015628786647
182	138625848	95ab32f1734a05a1cbb30a3814c09808eac650a206c711249919e38dbd7ef43b	0.00001560818031
183	15958353	aee4a0e2701be11c2572de448b9632173bb40aebb6d4d8900171cc7a285ba843	0.000015586206529
184	150289370	f1d0c536087a21ee2c432ee4d23095841156bdf7710808f03f75b0057bab713f	0.000015571788078
185	96276631	c8cdc1225f201e689fe831c4c7767e83f495df261e0d8641fdc59c62cfefbf9b	0.000015568578407
186	235165065	c3d8c540f30ca69658e34cf6cba9b2c5e2a2827aae3bde9e4a6fb87384119ab2	0.000015564952694
187	27504816	51b787739b778921a8cad8f25453165da3917b7e5b3a154783c91e7b85e5f36b	0.000015507553183
188	126389512	8a84a8ff1ed68c5449c0d19f5f24163f4c08fa0e93e372665c4bcd9df44cf4ef	0.000015502222671
189	233480871	6e93d1a229da5b101e81762014cda325227332271feb25ac97751ca21943bac9	0.000015499970547
190	140143523	4c9b45d49654faceb7246e6557bffafc48630a2211d8d9b647e711f851689a23	0.000015469961758
191	140000533	23561a200a5fcb3d0c15feb0e4394d06f8a174317e7ca315a7ed8b01260a2ab7	0.000015441035077
192	245363116	e84adf9ebb318b3cdd678a99caab3e9002c491e9359a0c2cdba0fb08648fd731	0.000015406578209
193	235144996	598e2942063ed663a36d8e31e0468fcb0c3600b6aee4fcfdc747062e7982013e	0.000015306833072
194	122771851	00402c0268037d2ab5b95b0f66f46273d37b08d032c0d03786bb45e94d91e6ed	0.000015303006069
195	11430865	2b35cb19e275fd32c488a287aca50df81bea07317c336cbab3fa1c6504110197	0.000015168236342
196	234599635	05267b1e9be95f395122679310458c104e3b41cf3a2e17107a215e8a8b37fb35	0.000015136890696
197	207367961	bc0a05e548304efd705f5ce332dd3073537d4135b4458f5ed75568a32080356b	0.000015003071424
198	221187977	9a350d2394b5538c917db9413ad3c68cde0928ff93c22017ec1740ceb10b472e	0.000014891494288
199	114885099	17b7305f3069662cba490b4bf94b2a46d6da3108540d1d0ee2167880da0b0b9a	0.000014890103443
200	119201211	c8c34947e720d9522a371eee22b3b0099421a9069095254baa0352cc0f8e27bd	0.000014885872744
201	193248474	1eaf049e2de3af5122833d1a08bcbb6277b0338579d964754d38b5f25b06d8b3	0.000014699152961
202	245265803	e7783d840d71e9cfbf7ba956e3711d35bfd0ee4e399c532dbe887ede8aa85aeb	0.000014644852721
203	131643967	18a96b5d7ca970762d8ce0c51d6b13f30e019aa37294e3756f35aa6a79341d3c	0.000014634997854
204	243393109	4991215e87ed06d6f83a30dcca806b6148a3c2d3ad4f114bff60e4f6e86dc5bf	0.0000145963652
205	91995710	216f90a21daa5f98d8ac5ebad6cd210bc11a953564463d3de3fd990548b34dc5	0.000014548622955
206	243133553	3f07832ffad9368a5c603b6cd9330150ee21981bb64bc5256b6fe45da9ff2d0b	0.000014537503695
207	235181060	a090027e4ba8e0042a3e3790afffededc50744742f25894ad71fb092d3f5bebe	0.0000145129822
208	235224969	44b24dfb6b1326bf01a0415c5dc6302905fadf64d858ab406590b82799563431	0.0000145129822
209	181112064	be1f362cba57c275429fa396be23062466533eb1e78eb7a1ab93b776e948faa2	0.000014467207492
210	164018227	8b01af93a5c4def9c4bc2771fe98d1019f40b50352f50c670857d2b9dce96413	0.000014457404998
211	243741279	3fa31e593e6dcdb86704290d54209b3e504b6c6af39e0694e0d297829386e329	0.000014242082097
212	153624940	b6c345fda8d1e21b5b569f9960952cb29074388c4e373bb6491c16a0be71ce13	0.00001415005707
213	113464418	5ecd317d489a405f0a38b54263c6bc96ae777798ae99cd654c0f28c5385b83a7	0.000014103305385
214	195938450	0009f9d76bffffc81552aba1039f3a21de2e304e0ec23f1586da84defe9623a0	0.000014030279083
215	236250347	fab09374adaa8e294417ba62492f3bb013a0ec72f0c2aabd20cead7deafe5214	0.00001380570863
216	217180463	80a48cbc7e363a35f5b83ca7d8984404db8b1b25add219b960892b8a97244364	0.000013733721035
217	95040207	8635eef6b06d7eff6ab4ac565ae8d1a94078303b1047d8750da3c9c006514450	0.000013703562131
218	229527627	84c87c794884255dd8a8ff5322045a46badbf84e00148202ab54b06bd5d0b4b2	0.000013689910021
219	115201272	cb486ee4f1d6b3f31645d32d12be0acc5427a6405e950bed86b474e00c9581dc	0.00001367502128
220	244074585	e1f978c05912112d67d5e1fb5f2f1f80f90104053bdd8bf5d7eb962a567c3aa3	0.000013654669994
221	238037822	020c12a47c51c21ad880c1bfa8200359431098e993b7b7b5149908d4cf17c789	0.000013642038911
222	213890426	da31e2169c5d555df90374d79e9b9431b7b52db0748321250b96e468153409e6	0.00001361354968
223	92084170	2b16ac9baf233ac599f8230d4abd17eda49ac3018ff77243dd5107ddc27dde84	0.000013585195994
224	241455547	f1e53c2a025f18981a9ea913d900db184619a381aa55d0e76e9aebf95f27fa0d	0.000013502143191
225	96507378	2af11ab9f7eb14785b0df943549b5d8db2a0ad7d3cf5da8eff277e8da0767277	0.000013499699776
226	228763460	38a5063fce765204a9ac5ab51f8359f1e63e5be6418ea54784f32360df4635d1	0.000013484199969
227	159173046	9f68df9b4842dbc96fabdca7c2841baea48d6c79fc25c920bac614828a712807	0.00001346132046
228	232663485	df4365556eeba18bc195a0e7a6be42d15c3fdcc9d0be9c49e664441111c1fb13	0.000013427821948
229	102925455	4c7772cb329ccc9ec1f3b84ae1c2fdf229fbebc3ec88e477697496b5329810b1	0.000013308089736
230	241940474	664ebd0d76a4f0bc2fdfe58705735fb2e01f8cd52e23f0686a9fecfc30de71ad	0.00001329071659
231	209903207	331df83f2b85631d744a7320a01fbbce34b65525b3810daefbe1fdf93468794f	0.000013285111609
232	13389130	93bd4f7f2f92194a8bbf5bbfc65b4dbb8d730d5b82dd54572224360dd05aed04	0.000013281754857
233	15966095	64f67159d0a86af0d4890480c3facc19b95cac1ed88c5613060973b70149a098	0.000013248918509
234	129880395	bd7c0cea1d74b1945b6088cbcc94a3bea96d99f37c7ef0e1a11ff64ed8bdaf53	0.000013244693108
235	209544524	b8cd2388340a2c5d55cd4c18b3b35669aec6d884acfbed1182a1d6d324025351	0.000013227081114
236	11556395	f945063f684195bd4ad6318e46144d755a002282740c90d764f7538d62baa625	0.000013186509168
237	163853187	595cc4c78f798440460e9d5d0fbaff177afa7d1ce8b816ab5c0ca2033378a828	0.000013107441909
238	119208005	823128d1a9d213d820d604bc022f4780ef31c1f969708153f270fabdb535aec8	0.000013045667442
239	233865453	7fd2f1640aa375470ba01473edcb0765d5513f18353c1fd0c17bc1bcfc5e8f76	0.00001298637895
240	100740709	abb3c37837b3707572bb9121b1bd76c467691ef70aa476a4746cdc34229c0955	0.000012961855921
241	204903401	bbbdc11cd1a92f7b6e6854d1a653eb582930f88825461b4c262fe60ad449561c	0.000012949592278
242	85836346	dee7a327e02d0a5d75817e2eae6ae9c395e08e3db0f452f43061fb62f75ed96d	0.000012895099134
243	86075682	bf63560bff99634eb481b7b4565ea74bda3c0636c2e5e570e7149f5d2ba1e8f5	0.000012894093541
244	230239034	25169400bce8de23b130fee1b804cdfad4db3942940e1273e6f5e7d100526696	0.000012890988906
245	124746638	c544c69d63bb1187c051a7881046c2e35759e69dfa9bf4796ddbb011a43e301d	0.000012851735596
